job,marital,education,default,housing,loan,duration,campaign,pdays,previous,cons.price.idx,cons.conf.idx,age_group
9,1,4,0,1,0,-0.9500993544114141,3.4143046920238143,0.195435922862134,-0.3491621499367286,-0.22551863346224513,0.9521691976031545,1
1,2,0,0,1,0,-0.43723011125971617,-0.2050508013903924,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,0
0,1,4,0,0,0,-0.22128516677479068,4.138175790706656,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,2
9,2,3,0,1,0,0.21060472219506027,-0.566986350731813,0.195435922862134,-0.3491621499367286,-0.8638454524024751,-1.4242702585939913,1
0,1,1,0,1,0,-0.8382707224460063,-0.566986350731813,0.195435922862134,-0.3491621499367286,-0.22551863346224513,0.9521691976031545,1
6,0,5,1,1,0,-0.7110174515888181,-0.566986350731813,0.195435922862134,1.6754131200895201,-0.8638454524024751,-1.4242702585939913,1
0,1,4,0,0,0,-0.7380105696494338,0.8807558466338696,0.195435922862134,-0.3491621499367286,0.5944458981845614,-0.4736944761151332,0
1,2,1,0,0,0,-0.46036706959738677,-0.566986350731813,0.195435922862134,-0.3491621499367286,0.5944458981845614,-0.4736944761151332,0
3,1,0,1,0,0,2.8058002157371114,-0.566986350731813,0.195435922862134,-0.3491621499367286,1.540691887236876,-0.2792585206080928,2
11,2,4,0,1,0,-0.29455220151074757,-0.2050508013903924,0.195435922862134,-0.3491621499367286,-1.9778900903361116,2.9397367427862227,1
0,1,4,0,1,0,1.4368635140916013,-0.2050508013903924,0.195435922862134,-0.3491621499367286,-0.6476100801327493,-0.3224665107207688,1
0,1,4,0,0,0,0.11420072912143282,-0.566986350731813,0.195435922862134,-0.3491621499367286,1.540691887236876,-0.2792585206080928,2
1,1,0,0,0,0,0.5345221389224485,-0.2050508013903924,0.195435922862134,1.6754131200895201,-0.8638454524024751,-1.4242702585939913,0
1,1,0,1,1,0,-0.7033051321429279,2.328498043999552,0.195435922862134,-0.3491621499367286,-0.6476100801327493,-0.3224665107207688,1
8,2,5,1,0,0,-0.48350402793505737,-0.566986350731813,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,0
1,1,0,0,1,0,-0.3639630765237593,-0.2050508013903924,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,1
11,2,1,1,1,1,-0.40252467375321027,-0.566986350731813,0.195435922862134,1.6754131200895201,-1.1786841544271995,-1.2298343030869523,0
6,1,4,1,1,0,-0.5220656251645083,0.8807558466338696,0.195435922862134,-0.3491621499367286,1.540691887236876,-0.2792585206080928,1
0,2,1,0,1,0,-0.17886740982239463,1.2426913959752903,0.195435922862134,-0.3491621499367286,-1.1786841544271995,-1.2298343030869523,0
7,2,0,1,1,0,-0.1865797292682848,-0.566986350731813,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,1
3,0,0,0,0,0,-0.1750112500994495,-0.566986350731813,0.195435922862134,1.6754131200895201,-2.0678440052003046,2.313220886152429,3
1,1,0,0,0,1,0.04093369438547596,-0.566986350731813,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,1
1,1,0,0,1,0,0.4843920625241622,-0.566986350731813,0.195435922862134,-0.3491621499367286,-0.22551863346224513,0.9521691976031545,1
1,2,0,0,0,0,-0.8806884793984024,-0.566986350731813,0.195435922862134,-0.3491621499367286,-0.6476100801327493,-0.3224665107207688,0
6,1,0,1,0,0,-0.6146134585151907,0.15688474795102827,0.195435922862134,-0.3491621499367286,1.540691887236876,-0.2792585206080928,1
0,1,4,0,1,1,-0.5259217848874534,-0.566986350731813,0.195435922862134,1.6754131200895201,-0.6476100801327493,-0.3224665107207688,1
6,2,4,0,0,0,0.21446088191800536,0.8807558466338696,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,0
2,1,0,0,0,0,0.010084416601915178,-0.566986350731813,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,2
7,1,1,0,0,0,-0.5066409862727279,-0.566986350731813,0.195435922862134,-0.3491621499367286,0.5944458981845614,-0.4736944761151332,1
9,1,3,0,1,0,-0.14416197231588873,-0.566986350731813,0.195435922862134,-0.3491621499367286,-1.1786841544271995,-1.2298343030869523,0
7,1,1,1,0,1,-0.6030449793463554,-0.2050508013903924,0.195435922862134,-0.3491621499367286,-1.1786841544271995,-1.2298343030869523,0
0,1,0,1,0,0,-0.6030449793463554,-0.566986350731813,0.195435922862134,-0.3491621499367286,-0.22551863346224513,0.9521691976031545,2
9,2,3,0,1,0,-0.5066409862727279,-0.2050508013903924,0.195435922862134,1.6754131200895201,-0.6476100801327493,-0.3224665107207688,0
9,2,4,0,0,0,3.0448821185597073,-0.566986350731813,0.195435922862134,-0.3491621499367286,-1.057592345956165,-0.06321857004471591,0
7,1,1,1,1,0,-0.6146134585151907,1.2426913959752903,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,1
1,2,3,0,0,1,-0.5220656251645083,0.15688474795102827,0.195435922862134,-0.3491621499367286,0.5944458981845614,-0.4736944761151332,1
0,1,1,0,0,0,-0.1750112500994495,-0.2050508013903924,0.195435922862134,-0.3491621499367286,0.5944458981845614,-0.4736944761151332,1
9,2,5,0,1,0,-0.5529149029480691,0.5188202972924489,0.195435922862134,-0.3491621499367286,-0.6476100801327493,-0.3224665107207688,1
9,1,1,1,1,0,-0.29069604178780245,0.15688474795102827,0.195435922862134,1.6754131200895201,-0.6476100801327493,-0.3224665107207688,1
1,1,0,0,0,0,0.27615943748512695,-0.566986350731813,0.195435922862134,-0.3491621499367286,1.540691887236876,-0.2792585206080928,1
0,1,4,0,1,1,-0.7071612918658731,-0.566986350731813,0.195435922862134,-0.3491621499367286,1.540691887236876,-0.2792585206080928,1
2,1,4,1,1,1,-0.39095619458437497,-0.2050508013903924,0.195435922862134,-0.3491621499367286,-0.6476100801327493,-0.3224665107207688,2
4,2,4,0,0,0,-0.7495790488182691,-0.2050508013903924,0.195435922862134,-0.3491621499367286,-1.1786841544271995,-1.2298343030869523,0
0,1,3,0,1,0,-0.7071612918658731,-0.566986350731813,0.195435922862134,-0.3491621499367286,-0.22551863346224513,0.9521691976031545,1
9,1,4,1,1,0,-0.32154531957136323,0.8807558466338696,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,2
1,1,0,0,0,0,-0.1750112500994495,-0.566986350731813,0.195435922862134,-0.3491621499367286,-2.375763175312414,1.9675569652510265,1
1,1,0,1,0,0,-0.15958661120766912,-0.566986350731813,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,1
3,1,0,0,1,0,-0.07860725702582207,-0.2050508013903924,0.195435922862134,3.699988390115769,1.7759559722663303,-1.9427661399460954,2
2,2,4,0,0,0,-0.028477180627535802,-0.566986350731813,0.195435922862134,-0.3491621499367286,-0.6476100801327493,-0.3224665107207688,0
1,2,0,0,1,1,-0.8382707224460063,2.328498043999552,0.195435922862134,-0.3491621499367286,0.5944458981845614,-0.4736944761151332,1
6,2,4,0,0,0,-0.6647435349134769,1.2426913959752903,0.195435922862134,-0.3491621499367286,-0.8638454524024751,-1.4242702585939913,1
0,1,4,0,1,1,-0.11716885425527306,-0.2050508013903924,0.195435922862134,-0.3491621499367286,0.5944458981845614,-0.4736944761151332,1
2,0,4,0,1,0,0.3687072708358093,0.5188202972924489,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,1
0,1,4,0,0,1,-0.9308185557966887,1.604626945316711,0.195435922862134,-0.3491621499367286,-1.1786841544271995,-1.2298343030869523,1
0,2,5,0,1,0,-0.14030581259294364,1.2426913959752903,0.195435922862134,-0.3491621499367286,-1.1786841544271995,-1.2298343030869523,1
0,1,1,0,0,0,-0.2097166876059554,-0.2050508013903924,0.195435922862134,-0.3491621499367286,-0.6476100801327493,-0.3224665107207688,0
1,1,0,1,0,0,0.5113851805847779,0.15688474795102827,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,1
11,1,5,0,0,0,-0.25599060428129655,-0.566986350731813,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,1
4,1,3,0,1,0,0.8970011528792877,0.15688474795102827,0.195435922862134,-0.3491621499367286,0.5944458981845614,-0.4736944761151332,2
9,1,3,0,0,0,0.7041931667320328,-0.566986350731813,0.195435922862134,-0.3491621499367286,-2.375763175312414,1.9675569652510265,1
1,1,0,0,1,0,-0.5606272223939593,-0.566986350731813,0.195435922862134,-0.3491621499367286,-1.1786841544271995,-1.2298343030869523,1
9,2,4,0,1,0,-0.44494243070560635,-0.566986350731813,0.195435922862134,1.6754131200895201,-0.8638454524024751,-1.4242702585939913,0
7,2,4,0,1,0,0.5615152569830641,-0.566986350731813,-5.11671986015479,5.724563660142017,1.0805430150468904,0.6497132668144272,0
5,1,4,0,1,0,-0.11331269453232795,-0.566986350731813,0.195435922862134,3.699988390115769,1.1082211426974247,0.04480140523697253,3
7,1,1,1,1,0,-0.8382707224460063,2.328498043999552,0.195435922862134,-0.3491621499367286,-0.22551863346224513,0.9521691976031545,2
4,1,4,1,1,0,1.070528340411817,-0.2050508013903924,0.195435922862134,-0.3491621499367286,-0.6476100801327493,-0.3224665107207688,2
9,2,4,0,0,0,0.13348152773615832,0.5188202972924489,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,0
0,1,4,0,1,0,0.6810562083943622,0.15688474795102827,0.195435922862134,-0.3491621499367286,-0.22551863346224513,0.9521691976031545,1
0,1,0,0,0,1,0.98954898622997,0.15688474795102827,0.195435922862134,-0.3491621499367286,-0.6476100801327493,-0.3224665107207688,2
0,1,5,0,0,0,-0.10945653480938286,-0.566986350731813,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,1
0,1,4,0,0,0,-0.16729893065355933,-0.566986350731813,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,1
0,2,4,0,0,0,-0.5953326599004651,0.15688474795102827,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,1
9,1,5,0,1,0,-0.58376418073163,-0.2050508013903924,0.195435922862134,-0.3491621499367286,0.5944458981845614,-0.4736944761151332,0
9,1,1,0,0,0,-0.13644965286999855,-0.566986350731813,-5.132768669166926,1.6754131200895201,-1.1786841544271995,-1.2298343030869523,1
1,1,0,1,1,0,-0.7110174515888181,3.776240241365235,0.195435922862134,-0.3491621499367286,1.540691887236876,-0.2792585206080928,1
0,2,1,0,0,0,1.3558841599097544,-0.2050508013903924,0.195435922862134,-0.3491621499367286,-1.1786841544271995,-1.2298343030869523,0
1,1,0,0,0,0,2.0885545072693232,0.5188202972924489,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,1
5,1,1,0,1,0,-0.626181937684026,-0.566986350731813,0.195435922862134,-0.3491621499367286,-1.4900630904956165,1.6218930443496231,4
7,1,1,0,0,1,0.04478985410842106,-0.566986350731813,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,0
0,1,4,0,1,0,-0.5374902640562887,-0.566986350731813,0.195435922862134,-0.3491621499367286,-0.22551863346224513,0.9521691976031545,2
10,2,3,0,0,0,-0.9693801530261397,1.604626945316711,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,0
6,0,3,0,0,0,1.537123666888174,-0.2050508013903924,0.195435922862134,-0.3491621499367286,0.5944458981845614,-0.4736944761151332,1
4,1,4,1,1,0,-0.9346747155196338,0.5188202972924489,0.195435922862134,-0.3491621499367286,1.540691887236876,-0.2792585206080928,1
3,1,0,0,1,1,-0.7572913682641593,-0.566986350731813,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,1
1,2,1,0,1,0,-0.5953326599004651,-0.566986350731813,0.195435922862134,-0.3491621499367286,-0.22551863346224513,0.9521691976031545,1
9,1,1,0,0,0,-0.5799080210086848,-0.566986350731813,0.195435922862134,-0.3491621499367286,-0.22551863346224513,0.9521691976031545,0
8,2,0,0,1,0,0.5229536597536132,-0.566986350731813,-5.079272639126473,3.699988390115769,2.0631165466405204,-2.223618075678485,0
0,1,5,0,1,1,-0.7650036877100495,-0.2050508013903924,0.195435922862134,1.6754131200895201,-0.6476100801327493,-0.3224665107207688,1
0,1,0,1,1,0,-0.9269623960737436,1.2426913959752903,-5.11671986015479,3.699988390115769,-1.1786841544271995,-1.2298343030869523,2
9,1,3,0,0,0,-0.5182094654415632,0.15688474795102827,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,1
4,0,5,0,1,0,-0.14416197231588873,-0.2050508013903924,0.195435922862134,1.6754131200895201,-1.1786841544271995,-1.2298343030869523,1
1,1,0,1,0,0,-0.9655239933031946,10.291080129510807,0.195435922862134,-0.3491621499367286,1.540691887236876,-0.2792585206080928,1
0,2,3,0,0,0,-0.49507250710389267,-0.566986350731813,0.195435922862134,-0.3491621499367286,-0.8638454524024751,-1.4242702585939913,1
6,1,3,0,0,0,0.19518008330327988,-0.566986350731813,0.195435922862134,-0.3491621499367286,-0.22551863346224513,0.9521691976031545,2
9,2,3,0,0,0,1.38287727797037,-0.2050508013903924,0.195435922862134,-0.3491621499367286,0.5944458981845614,-0.4736944761151332,1
0,2,1,0,0,0,1.463856632152217,-0.566986350731813,-5.073923036122428,1.6754131200895201,1.0805430150468904,0.6497132668144272,1
9,1,3,0,1,1,0.04093369438547596,-0.566986350731813,0.195435922862134,1.6754131200895201,-0.8638454524024751,-1.4242702585939913,1
9,1,4,0,1,0,-0.3716753959696495,1.2426913959752903,0.195435922862134,-0.3491621499367286,0.5944458981845614,-0.4736944761151332,0
7,1,1,0,1,0,0.9355627501087387,-0.566986350731813,0.195435922862134,-0.3491621499367286,-0.8638454524024751,-1.4242702585939913,1
11,1,4,0,0,0,-0.6377504168528613,0.5188202972924489,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,1
9,1,3,0,1,0,0.1681869652426642,0.5188202972924489,0.195435922862134,-0.3491621499367286,-0.6476100801327493,-0.3224665107207688,2
7,1,0,1,1,1,0.11034456939848772,-0.566986350731813,0.195435922862134,-0.3491621499367286,1.540691887236876,-0.2792585206080928,2
4,1,4,1,0,0,-0.6493188960216966,-0.566986350731813,0.195435922862134,-0.3491621499367286,0.5944458981845614,-0.4736944761151332,1
1,2,0,0,1,0,0.5692275764289544,-0.2050508013903924,0.195435922862134,-0.3491621499367286,-1.057592345956165,-0.06321857004471591,0
1,2,0,1,1,1,-0.6223257779610809,-0.566986350731813,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,0
0,2,1,0,1,0,3.0410259588367623,-0.2050508013903924,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,1
9,0,3,0,1,0,-0.11331269453232795,-0.566986350731813,0.195435922862134,1.6754131200895201,-0.8638454524024751,-1.4242702585939913,1
9,0,1,0,0,0,-0.6030449793463554,-0.2050508013903924,0.195435922862134,-0.3491621499367286,-0.22551863346224513,0.9521691976031545,1
7,0,1,0,0,1,-0.1981482084371201,0.15688474795102827,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,2
0,2,4,0,1,0,-0.3948123543073201,-0.566986350731813,0.195435922862134,-0.3491621499367286,0.5944458981845614,-0.4736944761151332,1
7,2,4,0,1,0,-0.9655239933031946,-0.566986350731813,0.195435922862134,-0.3491621499367286,1.0805430150468904,0.6497132668144272,0
1,0,1,0,1,1,-0.36781923624670443,0.15688474795102827,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,1
1,0,0,1,0,0,-0.7302982502035437,1.604626945316711,0.195435922862134,-0.3491621499367286,0.5944458981845614,-0.4736944761151332,2
2,2,1,0,0,0,-0.6994489724199828,0.5188202972924489,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,0
4,2,4,0,0,0,-0.23670980566657107,0.8807558466338696,0.195435922862134,1.6754131200895201,-0.6476100801327493,-0.3224665107207688,0
9,1,5,0,1,0,1.4869935904898877,-0.566986350731813,0.195435922862134,-0.3491621499367286,0.5944458981845614,-0.4736944761151332,1
9,1,0,1,0,0,-0.903825437736073,4.8620468893894975,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,2
7,1,1,1,0,1,-0.9115377571819632,0.8807558466338696,0.195435922862134,-0.3491621499367286,-1.1786841544271995,-1.2298343030869523,1
1,0,0,1,0,0,-0.549058743225124,-0.566986350731813,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,1
7,1,5,0,0,0,0.8777203542645622,-0.2050508013903924,0.195435922862134,-0.3491621499367286,-1.1786841544271995,-1.2298343030869523,1
0,2,1,0,1,1,-0.826702243277171,-0.2050508013903924,0.195435922862134,1.6754131200895201,-0.6476100801327493,-0.3224665107207688,1
0,2,3,0,1,0,-0.6223257779610809,-0.566986350731813,0.195435922862134,1.6754131200895201,-1.1786841544271995,-1.2298343030869523,1
1,1,0,1,1,0,0.1566184860738289,-0.566986350731813,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,1
9,1,3,0,1,1,-0.8035652849395005,-0.2050508013903924,0.195435922862134,-0.3491621499367286,-1.1786841544271995,-1.2298343030869523,1
0,2,0,0,1,1,-0.8536953613377868,5.223982438730918,0.195435922862134,-0.3491621499367286,0.5944458981845614,-0.4736944761151332,0
5,0,4,0,1,0,-0.6531750557446416,0.8807558466338696,0.195435922862134,1.6754131200895201,-2.375763175312414,1.9675569652510265,3
7,1,1,0,0,0,-0.49507250710389267,-0.566986350731813,0.195435922862134,-0.3491621499367286,0.5944458981845614,-0.4736944761151332,0
1,0,0,0,1,0,-0.9076815974590181,0.5188202972924489,0.195435922862134,-0.3491621499367286,-0.8638454524024751,-1.4242702585939913,1
5,0,3,0,1,0,2.7363893407240996,-0.566986350731813,-5.1220694631588355,3.699988390115769,-0.8638454524024751,-1.4242702585939913,2
2,1,4,1,1,0,-0.16729893065355933,-0.566986350731813,0.195435922862134,-0.3491621499367286,-0.6476100801327493,-0.3224665107207688,1
5,1,1,1,1,0,-0.24827828483540637,-0.566986350731813,0.195435922862134,-0.3491621499367286,-0.22551863346224513,0.9521691976031545,2
0,0,4,0,1,0,0.34171415277519357,0.15688474795102827,0.195435922862134,-0.3491621499367286,-0.8638454524024751,-1.4242702585939913,1
7,2,1,1,0,0,0.27230327776218183,0.15688474795102827,0.195435922862134,-0.3491621499367286,1.540691887236876,-0.2792585206080928,2
4,1,0,1,1,1,3.0178890004990917,-0.2050508013903924,0.195435922862134,-0.3491621499367286,0.5944458981845614,-0.4736944761151332,2
5,0,1,1,1,1,-0.6030449793463554,-0.2050508013903924,0.195435922862134,-0.3491621499367286,0.5944458981845614,-0.4736944761151332,2
0,1,4,0,0,0,-0.668599694636422,-0.2050508013903924,0.195435922862134,-0.3491621499367286,-1.4900630904956165,1.6218930443496231,1
0,1,4,0,1,0,0.9818366667840799,-0.2050508013903924,0.195435922862134,-0.3491621499367286,-0.22551863346224513,0.9521691976031545,1
7,0,1,0,0,0,1.5255551877193387,-0.566986350731813,0.195435922862134,-0.3491621499367286,0.5944458981845614,-0.4736944761151332,0
9,1,4,1,1,0,0.052502173554311256,-0.566986350731813,0.195435922862134,-0.3491621499367286,1.540691887236876,-0.2792585206080928,0
7,1,1,0,0,0,2.331492569814864,0.5188202972924489,-5.143467875175016,3.699988390115769,-1.1786841544271995,-1.2298343030869523,0
0,1,1,0,1,0,-0.630038097406971,-0.566986350731813,0.195435922862134,-0.3491621499367286,1.540691887236876,-0.2792585206080928,1
5,1,0,0,0,0,-0.31383300012547305,-0.566986350731813,0.195435922862134,-0.3491621499367286,-0.22551863346224513,0.9521691976031545,2
9,2,3,1,1,0,-0.5104971459956731,-0.566986350731813,0.195435922862134,-0.3491621499367286,-1.1786841544271995,-1.2298343030869523,0
0,1,1,0,1,0,-0.6454627362987515,3.0523691426823936,0.195435922862134,-0.3491621499367286,-0.22551863346224513,0.9521691976031545,1
7,2,1,1,0,0,-0.78814064604772,0.8807558466338696,0.195435922862134,-0.3491621499367286,-1.1786841544271995,-1.2298343030869523,0
9,1,3,0,1,0,-0.06318261813404168,0.5188202972924489,0.195435922862134,-0.3491621499367286,0.5944458981845614,-0.4736944761151332,1
7,1,5,0,0,0,-0.5760518612857397,-0.566986350731813,0.195435922862134,-0.3491621499367286,-0.22551863346224513,0.9521691976031545,1
9,2,3,0,1,1,0.34171415277519357,-0.566986350731813,0.195435922862134,-0.3491621499367286,-0.22551863346224513,0.9521691976031545,1
5,1,3,0,0,0,-0.48350402793505737,-0.566986350731813,-5.132768669166926,1.6754131200895201,-1.9778900903361116,2.9397367427862227,2
4,1,1,0,1,1,0.3262895138834132,-0.2050508013903924,0.195435922862134,-0.3491621499367286,1.540691887236876,-0.2792585206080928,0
9,2,3,0,1,0,1.0049736251217505,-0.2050508013903924,0.195435922862134,3.699988390115769,-1.1786841544271995,-1.2298343030869523,0
9,1,1,0,1,0,-0.36781923624670443,-0.566986350731813,0.195435922862134,-0.3491621499367286,-0.8638454524024751,-1.4242702585939913,1
6,2,4,0,0,0,0.3340018333293034,-0.2050508013903924,0.195435922862134,-0.3491621499367286,-0.6476100801327493,-0.3224665107207688,0
9,2,4,0,1,0,-0.49892866682683773,-0.566986350731813,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,0
0,2,3,0,1,0,2.593711430975131,0.5188202972924489,0.195435922862134,-0.3491621499367286,-0.6476100801327493,-0.3224665107207688,1
0,0,0,0,1,1,0.09106377078376224,0.15688474795102827,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,1
1,1,0,0,1,1,0.11420072912143282,-0.566986350731813,0.195435922862134,-0.3491621499367286,-0.6476100801327493,-0.3224665107207688,1
11,1,5,0,0,0,1.4445758335374916,-0.566986350731813,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,1
1,0,0,0,1,0,-0.3986685140302652,-0.566986350731813,0.195435922862134,-0.3491621499367286,0.5944458981845614,-0.4736944761151332,2
9,0,0,0,1,0,-0.7033051321429279,-0.566986350731813,0.195435922862134,-0.3491621499367286,-0.8638454524024751,-1.4242702585939913,1
0,2,1,0,1,1,-0.5683395418398495,0.5188202972924489,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,1
7,1,1,1,0,0,-0.47193554876622207,-0.2050508013903924,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,0
5,1,1,0,0,0,-0.23285364594362598,-0.566986350731813,0.195435922862134,1.6754131200895201,-0.8638454524024751,-1.4242702585939913,2
9,1,4,1,0,0,-0.7804283266018299,0.8807558466338696,0.195435922862134,-0.3491621499367286,-1.1786841544271995,-1.2298343030869523,2
7,2,0,0,1,0,0.8661518750957269,-0.2050508013903924,0.195435922862134,-0.3491621499367286,-0.8638454524024751,-1.4242702585939913,0
7,2,1,0,1,0,-0.6801681738052573,-0.566986350731813,0.195435922862134,-0.3491621499367286,-1.1786841544271995,-1.2298343030869523,0
0,1,4,0,1,0,0.5692275764289544,-0.2050508013903924,0.195435922862134,-0.3491621499367286,1.540691887236876,-0.2792585206080928,0
4,1,1,1,1,0,0.6155014931042956,-0.566986350731813,0.195435922862134,-0.3491621499367286,0.5944458981845614,-0.4736944761151332,1
9,2,4,0,1,0,-0.27912756261896715,-0.566986350731813,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,1
1,1,0,1,0,0,-0.6454627362987515,-0.566986350731813,0.195435922862134,-0.3491621499367286,0.5944458981845614,-0.4736944761151332,1
0,1,1,0,0,1,-0.40252467375321027,-0.566986350731813,0.195435922862134,-0.3491621499367286,-1.1786841544271995,-1.2298343030869523,1
0,1,1,0,1,0,-0.46807938904327695,-0.2050508013903924,0.195435922862134,1.6754131200895201,-1.1786841544271995,-1.2298343030869523,0
6,1,1,0,0,0,0.36485111111286417,-0.2050508013903924,0.195435922862134,-0.3491621499367286,0.5944458981845614,-0.4736944761151332,1
1,1,0,0,1,0,0.3378579930522485,-0.566986350731813,0.195435922862134,-0.3491621499367286,-0.6476100801327493,-0.3224665107207688,2
9,1,0,0,0,1,-0.8035652849395005,2.328498043999552,0.195435922862134,-0.3491621499367286,0.5944458981845614,-0.4736944761151332,2
1,1,0,1,0,0,0.052502173554311256,-0.2050508013903924,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,1
4,0,4,0,0,0,-0.3408261181860887,1.604626945316711,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,1
1,0,0,0,0,0,-0.630038097406971,0.15688474795102827,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,0
9,2,3,0,1,0,-0.5683395418398495,-0.2050508013903924,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,2
1,2,0,0,1,0,0.029365215216640667,-0.2050508013903924,0.195435922862134,1.6754131200895201,-1.1786841544271995,-1.2298343030869523,0
9,2,4,0,1,0,0.41883734723409555,-0.566986350731813,0.195435922862134,-0.3491621499367286,-0.22551863346224513,0.9521691976031545,0
9,1,1,0,1,0,-0.668599694636422,0.15688474795102827,0.195435922862134,-0.3491621499367286,-0.22551863346224513,0.9521691976031545,1
8,2,4,0,0,0,-0.13644965286999855,-0.566986350731813,0.195435922862134,-0.3491621499367286,-1.057592345956165,-0.06321857004471591,0
0,1,1,0,1,0,1.147651534870719,-0.566986350731813,0.195435922862134,-0.3491621499367286,-1.1786841544271995,-1.2298343030869523,0
0,1,4,0,1,0,-0.5066409862727279,-0.566986350731813,0.195435922862134,-0.3491621499367286,0.5944458981845614,-0.4736944761151332,2
9,1,3,1,1,0,-0.15187429176177894,3.4143046920238143,0.195435922862134,-0.3491621499367286,0.5944458981845614,-0.4736944761151332,1
9,2,0,0,1,0,-0.5066409862727279,0.8807558466338696,0.195435922862134,-0.3491621499367286,0.5944458981845614,-0.4736944761151332,0
11,1,4,0,1,0,-0.2637029237271868,-0.566986350731813,0.195435922862134,-0.3491621499367286,-0.22551863346224513,0.9521691976031545,0
1,2,1,0,1,0,1.1515076945936642,-0.566986350731813,0.195435922862134,-0.3491621499367286,-0.3552598568240855,1.2330211333355454,1
0,2,4,0,1,0,1.031966743182366,-0.566986350731813,0.195435922862134,-0.3491621499367286,1.7759559722663303,-1.9427661399460954,0
0,1,4,0,0,0,-0.7380105696494338,0.8807558466338696,0.195435922862134,-0.3491621499367286,-0.22551863346224513,0.9521691976031545,1
2,1,4,0,1,0,-0.5914765001775201,-0.566986350731813,0.195435922862134,-0.3491621499367286,-0.22551863346224513,0.9521691976031545,1
4,1,4,0,1,0,-0.23670980566657107,-0.2050508013903924,0.195435922862134,-0.3491621499367286,1.7759559722663303,-1.9427661399460954,2
5,1,4,0,0,0,-0.46036706959738677,-0.2050508013903924,-5.11671986015479,1.6754131200895201,-0.3552598568240855,1.2330211333355454,2
10,1,1,0,0,0,-0.1750112500994495,0.5188202972924489,-5.11671986015479,3.699988390115769,1.0805430150468904,0.6497132668144272,1
9,1,3,0,0,0,-0.7380105696494338,-0.2050508013903924,0.195435922862134,-0.3491621499367286,1.540691887236876,-0.2792585206080928,1
9,1,4,1,0,0,-0.5413464237792338,0.15688474795102827,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,0
2,1,0,0,1,0,-0.47193554876622207,-0.566986350731813,0.195435922862134,-0.3491621499367286,-0.6476100801327493,-0.3224665107207688,1
11,1,3,1,1,1,-0.47579170848916713,-0.566986350731813,0.195435922862134,-0.3491621499367286,-1.057592345956165,-0.06321857004471591,2
3,1,0,0,1,0,0.160474645796774,-0.2050508013903924,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,1
